timestamp,internal_temp_c,external_temp_c,battery_voltage_v,battery_current_a,battery_soc_percent,battery_capacity_ah,energy_available_kwh,power_load_kw,energy_loss_percent,tank_pressure_bar,structural_integrity,critical_modules_status,telemetry_link_status,estimated_autonomy_min,launch_decision,anomalia_inserida
2026-09-03 12:03:15,23.94,16.37,51.23,26.82,77.88,100.76,4.0201,15.11,2.18,104.33,1,1,1,163.8,READY,nao
2026-09-03 12:03:16,30.34,5.1,51.84,22.58,78.41,107.1,4.3534,23.82,7.77,96.28,1,1,1,113.2,READY,nao
2026-09-03 12:03:17,33.25,15.34,51.81,33.52,94.58,92.47,4.5312,22.53,6.01,109.23,1,1,1,113.5,READY,nao
2026-09-03 12:03:18,33.08,0.4,50.5,116.31,81.87,110.96,4.5876,7.05,7.6,117.15,1,1,1,63.7,READY,nao
2026-09-03 12:03:19,31.26,11.84,46.78,74.95,75.22,110.92,3.903,12.85,3.59,125.86,1,1,1,177.7,READY,nao
2026-09-03 12:03:20,28.91,13.64,50.55,116.58,99.07,100.85,5.0506,16.07,5.67,137.5,1,1,1,78.7,READY,nao
2026-09-03 12:03:21,19.43,-3.19,46.15,63.25,64.43,119.04,3.5396,15.06,6.07,104.81,1,1,1,54.9,READY,nao
2026-09-03 12:03:22,20.75,6.78,46.13,51.18,76.9,85.02,3.016,8.88,3.91,101.28,1,1,1,134.5,READY,nao
2026-09-03 12:03:23,33.28,-0.3,47.94,70.61,61.68,80.68,2.3857,22.18,7.09,143.17,1,1,1,125.4,READY,nao
2026-09-03 12:03:24,28.31,-2.78,48.93,63.95,89.6,110.81,4.8581,18.54,7.68,100.4,1,1,1,101.0,READY,nao
2026-09-03 12:03:25,18.16,29.65,50.62,30.57,96.72,112.29,5.4977,21.76,7.31,118.92,1,1,1,102.0,READY,nao
2026-09-03 12:03:26,19.73,6.28,50.1,84.08,71.2,84.81,3.0253,22.18,6.43,124.28,1,1,1,151.0,READY,nao
2026-09-03 12:03:27,29.28,23.35,48.68,41.6,94.33,90.62,4.1613,19.97,3.66,122.07,1,1,1,71.4,READY,nao
2026-09-03 12:03:28,18.09,3.91,47.64,81.96,71.69,80.7,2.7562,13.78,3.69,99.3,1,1,1,155.7,READY,nao
2026-09-03 12:03:29,20.73,18.85,51.98,85.02,96.43,91.73,4.5979,17.21,7.78,97.85,1,1,1,132.6,READY,nao
2026-09-03 12:03:30,27.33,21.61,48.56,35.2,90.16,110.93,4.8567,8.21,2.06,100.27,1,1,1,101.6,READY,nao
2026-09-03 12:03:31,29.76,15.85,48.71,26.13,92.2,100.72,4.5234,18.47,6.3,124.28,1,1,1,106.8,READY,nao
2026-09-03 12:03:32,29.08,11.51,46.98,98.08,60.72,93.92,2.6792,8.59,6.24,122.22,1,1,1,79.6,READY,nao
2026-09-03 12:03:33,21.81,9.41,50.77,65.98,98.51,94.87,4.7448,18.88,5.74,106.69,1,1,1,146.5,READY,nao
2026-09-03 12:03:34,30.11,7.21,50.16,25.82,89.07,80.05,3.5764,9.59,7.94,126.89,1,1,1,114.2,READY,nao
2026-09-03 12:03:35,22.03,27.53,47.32,119.49,72.19,91.99,3.1424,7.35,3.87,136.0,1,1,1,88.3,READY,nao
2026-09-03 12:03:36,23.53,24.07,46.49,25.78,93.18,105.86,4.5858,8.31,4.04,97.08,1,1,1,125.5,READY,nao
2026-09-03 12:03:37,30.69,28.78,50.08,89.5,71.26,118.97,4.2457,5.04,2.47,119.91,1,1,1,179.4,READY,nao
2026-09-03 12:03:38,29.04,-0.65,49.93,118.37,94.91,113.88,5.3966,19.37,4.66,129.47,1,1,1,103.8,READY,nao
2026-09-03 12:03:39,32.44,20.58,47.64,43.92,64.5,80.94,2.4871,19.65,3.57,107.62,1,1,1,169.3,READY,nao
2026-09-03 12:03:40,29.18,27.84,51.71,34.22,88.15,115.94,5.2848,15.3,4.06,110.39,1,1,1,91.6,READY,nao
2026-09-03 12:03:41,27.66,1.34,46.91,32.14,81.63,111.33,4.2631,8.23,7.01,125.68,1,1,1,52.4,READY,nao
2026-09-03 12:03:42,19.59,-2.67,48.59,50.33,63.86,111.22,3.4511,6.67,7.61,139.9,1,1,1,72.6,READY,nao
2026-09-03 12:03:43,24.25,20.94,51.66,30.1,69.68,98.32,3.5392,5.38,3.11,135.5,1,1,1,101.5,READY,nao
2026-09-03 12:03:44,22.51,15.11,48.52,89.22,60.5,95.92,2.8157,8.31,4.24,124.16,1,1,1,74.7,READY,nao
2026-09-03 12:03:45,22.15,24.46,49.83,26.23,78.75,92.12,3.6149,22.82,7.57,131.51,1,1,1,45.0,READY,nao
2026-09-03 12:03:46,34.54,-0.11,48.39,70.94,72.05,82.63,2.8809,9.83,2.37,113.24,1,1,1,168.5,READY,nao
2026-09-03 12:03:47,24.68,22.83,47.65,119.67,83.93,89.13,3.5645,12.09,2.55,127.05,1,1,1,158.9,READY,nao
2026-09-03 12:03:48,33.16,2.06,51.9,101.4,71.89,89.86,3.3528,7.11,2.98,118.31,1,1,1,145.2,READY,nao
2026-09-03 12:03:49,28.73,0.73,48.46,81.52,72.0,99.36,3.4668,9.45,5.57,104.5,0,1,1,67.7,ABORT,sim
2026-09-03 12:03:50,31.51,0.75,51.36,50.63,89.73,109.9,5.0648,15.38,2.9,130.09,1,1,1,61.2,READY,nao
2026-09-03 12:03:51,26.54,23.51,47.38,82.39,61.93,98.95,2.9034,17.16,7.81,122.82,1,1,1,54.1,READY,nao
2026-09-03 12:03:52,27.81,18.28,47.28,72.7,96.12,82.31,3.7406,9.91,4.68,112.93,1,1,1,142.7,READY,nao
2026-09-03 12:03:53,26.37,13.31,46.19,62.61,94.09,118.31,5.1418,6.15,5.01,140.57,1,1,1,170.4,READY,nao
2026-09-03 12:03:54,21.32,7.56,49.91,33.07,86.71,117.71,5.0941,12.82,3.48,96.05,1,1,1,103.1,READY,nao
2026-09-03 12:03:55,30.28,25.7,48.21,108.66,83.73,111.41,4.4972,9.68,4.83,110.79,1,1,1,61.1,READY,nao
2026-09-03 12:03:56,22.77,8.74,51.19,64.98,95.69,119.65,5.8609,9.39,5.97,97.84,1,1,1,114.2,READY,nao
2026-09-03 12:03:57,18.41,23.58,48.84,39.46,67.41,101.78,3.3509,24.2,6.51,133.33,1,1,1,92.1,READY,nao
2026-09-03 12:03:58,28.97,10.37,51.81,56.78,63.16,118.51,3.878,17.33,6.52,130.11,1,1,1,95.6,READY,nao
2026-09-03 12:03:59,21.01,8.19,47.11,61.41,69.58,83.02,2.7213,16.14,5.47,111.57,1,1,1,128.9,READY,nao
2026-09-03 12:04:00,33.99,11.19,51.21,102.75,91.78,94.63,4.4477,13.32,7.43,128.78,1,1,1,142.0,READY,nao
2026-09-03 12:04:01,34.22,5.55,50.66,93.36,61.39,89.02,2.7685,13.58,6.9,114.8,1,1,1,59.9,READY,nao
2026-09-03 12:04:02,33.55,21.17,50.63,96.93,83.31,87.83,3.7047,15.82,6.54,132.81,1,1,1,49.8,READY,nao
2026-09-03 12:04:03,24.29,12.6,51.07,21.1,99.82,85.63,4.3653,18.93,2.33,117.71,1,1,1,179.2,READY,nao
2026-09-03 12:04:04,18.26,3.13,50.57,61.62,94.23,104.9,4.9987,19.04,2.04,115.61,1,1,1,76.4,READY,nao
2026-09-03 12:04:05,33.78,26.49,49.76,68.13,80.86,111.25,4.4762,8.43,3.27,141.74,1,1,1,52.3,READY,nao
2026-09-03 12:04:06,25.28,8.44,46.79,21.92,62.55,103.13,3.0183,15.0,5.98,107.54,1,1,1,70.6,READY,nao
2026-09-03 12:04:07,34.43,14.02,46.2,45.98,93.25,85.88,3.6998,13.24,4.47,101.02,1,1,1,50.3,READY,nao
2026-09-03 12:04:08,34.38,26.73,51.53,96.03,83.96,112.44,4.8647,22.41,4.41,124.23,1,1,1,97.9,READY,nao
2026-09-03 12:04:09,32.5,16.85,49.7,33.71,64.6,105.44,3.3853,17.63,7.31,143.47,1,1,1,153.3,READY,nao
2026-09-03 12:04:10,23.01,-0.91,50.78,73.53,63.75,95.53,3.0925,15.65,7.37,113.89,1,1,1,91.1,READY,nao
2026-09-03 12:04:11,24.55,27.89,48.89,41.52,96.39,106.97,5.041,7.31,7.46,98.1,1,1,1,105.0,READY,nao
2026-09-03 12:04:12,32.47,16.97,46.7,21.21,86.77,90.4,3.6632,17.11,3.88,111.97,1,1,1,136.2,READY,nao
2026-09-03 12:04:13,23.39,6.72,46.75,44.12,93.17,93.81,4.0861,7.34,6.15,120.3,1,1,1,113.7,READY,nao
2026-09-03 12:04:14,20.88,-0.13,50.11,117.59,95.16,116.7,5.5648,11.74,3.63,103.1,1,1,1,161.3,READY,nao
2026-09-03 12:04:15,27.47,22.79,48.58,100.15,82.87,91.62,3.6885,7.86,3.14,127.91,1,1,1,161.9,READY,nao
2026-09-03 12:04:16,33.91,16.7,47.2,115.96,80.7,98.8,3.7633,18.84,3.11,144.89,1,1,1,46.3,READY,nao
2026-09-03 12:04:17,29.83,13.67,48.95,68.79,77.22,115.61,4.37,9.13,4.05,117.59,1,1,1,150.0,READY,nao
2026-09-03 12:04:18,27.69,26.29,46.39,30.97,72.68,108.31,3.6518,12.84,4.58,112.74,1,1,1,107.2,READY,nao
2026-09-03 12:04:19,19.65,22.6,49.49,74.8,77.38,82.49,3.159,22.91,6.99,115.04,1,1,1,178.5,READY,nao
2026-09-03 12:04:20,28.46,0.31,47.61,65.44,90.96,85.89,3.7196,9.09,2.72,100.76,1,1,1,110.2,READY,nao
2026-09-03 12:04:21,34.83,5.91,50.79,104.44,84.08,80.31,3.4296,15.16,6.41,139.16,1,1,1,178.2,READY,nao
2026-09-03 12:04:22,20.38,3.7,47.86,29.81,95.7,105.24,4.8202,13.39,5.19,115.74,1,1,1,146.9,READY,nao
2026-09-03 12:04:23,26.81,21.04,48.73,68.82,77.74,97.91,3.7091,5.36,3.73,114.36,1,1,1,78.6,READY,nao
2026-09-03 12:04:24,32.92,-3.83,46.07,35.0,84.28,85.37,3.3147,20.86,4.96,127.98,0,1,0,117.7,ABORT,sim
2026-09-03 12:04:25,30.59,14.95,46.43,52.47,85.25,118.32,4.6833,6.38,3.8,117.1,1,1,1,178.9,READY,nao
2026-09-03 12:04:26,29.85,21.69,48.35,93.74,83.67,101.19,4.0936,14.49,5.58,127.41,1,1,1,160.8,READY,nao
2026-09-03 12:04:27,29.94,25.69,48.88,67.6,88.11,89.68,3.8624,16.21,4.6,98.07,1,1,1,58.1,READY,nao
2026-09-03 12:04:28,24.11,6.97,49.6,57.59,69.5,100.02,3.4479,17.57,2.99,135.69,1,1,1,140.4,READY,nao
2026-09-03 12:04:29,22.99,23.74,47.75,59.45,80.49,107.18,4.1194,18.77,2.7,142.03,1,1,1,91.7,READY,nao
2026-09-03 12:04:30,31.76,-1.13,50.17,65.94,64.17,83.05,2.6737,10.07,5.28,127.44,1,1,1,45.9,READY,nao
2026-09-03 12:04:31,31.77,24.63,51.16,98.5,75.38,90.99,3.509,5.2,7.41,142.73,1,1,1,99.5,READY,nao
2026-09-03 12:04:32,32.74,-0.54,50.68,109.21,79.51,112.28,4.5244,19.47,4.06,102.57,1,1,1,76.7,READY,nao
2026-09-03 12:04:33,33.53,8.91,46.24,115.53,86.09,98.39,3.9167,15.71,6.4,118.87,1,1,1,155.5,READY,nao
2026-09-03 12:04:34,26.69,22.91,48.88,98.69,98.02,101.86,4.8803,21.72,5.95,125.09,1,0,1,90.5,ABORT,sim
2026-09-03 12:04:35,26.53,0.25,46.63,51.54,84.03,97.31,3.8129,21.43,7.59,124.09,1,1,1,156.7,READY,nao
2026-09-03 12:04:36,54.22,3.02,47.45,88.81,17.24,81.76,0.6688,21.87,6.93,115.07,1,1,0,45.1,ABORT,sim
2026-09-03 12:04:37,29.05,20.28,51.92,63.76,80.25,86.63,3.6095,14.7,5.4,111.9,1,1,1,86.6,READY,nao
2026-09-03 12:04:38,29.93,20.2,46.85,45.47,85.36,97.82,3.9119,11.67,5.94,101.34,1,1,1,77.6,READY,nao
2026-09-03 12:04:39,31.53,17.44,48.99,104.09,62.84,88.37,2.7205,20.83,7.39,114.59,1,1,1,76.5,READY,nao
2026-09-03 12:04:40,33.13,19.29,49.71,23.84,70.18,82.0,2.8607,14.03,4.4,103.13,1,1,1,54.2,READY,nao
2026-09-03 12:04:41,23.75,14.0,50.21,110.18,74.47,113.75,4.2533,8.67,3.96,131.72,1,1,1,70.3,READY,nao
2026-09-03 12:04:42,24.38,3.81,49.36,66.15,78.9,119.25,4.6442,22.1,2.06,105.44,1,1,1,120.0,READY,nao
2026-09-03 12:04:43,19.6,7.1,46.06,83.72,61.83,111.73,3.1819,22.65,6.96,97.93,1,1,1,84.3,READY,nao
2026-09-03 12:04:44,27.83,1.36,47.96,85.94,65.6,114.15,3.5914,14.33,6.81,122.62,1,1,1,101.3,READY,nao
2026-09-03 12:04:45,18.61,26.8,49.11,109.51,71.07,89.68,3.1301,6.51,2.63,124.76,1,1,1,95.9,READY,nao
2026-09-03 12:04:46,25.92,15.42,46.53,83.67,98.86,118.43,5.4477,12.76,5.46,138.6,1,1,1,163.2,READY,nao
2026-09-03 12:04:47,27.22,9.03,48.1,81.39,73.25,87.88,3.0963,21.07,4.78,123.85,1,1,1,167.2,READY,nao
2026-09-03 12:04:48,22.87,11.17,46.2,26.67,79.28,118.06,4.3242,23.04,2.71,112.27,1,1,1,111.5,READY,nao
2026-09-03 12:04:49,28.04,28.15,46.47,71.84,67.84,119.79,3.7764,9.07,7.88,135.15,1,1,1,89.6,READY,nao
2026-09-03 12:04:50,18.52,0.37,48.38,35.02,84.43,108.47,4.4307,6.34,3.29,122.01,1,1,1,59.4,READY,nao
2026-09-03 12:04:51,18.63,15.52,46.8,93.74,71.23,119.25,3.9753,22.55,2.4,98.96,1,1,1,173.7,READY,nao
2026-09-03 12:04:52,31.98,12.71,49.41,71.22,68.28,102.78,3.4675,12.79,5.57,123.29,1,1,1,53.1,READY,nao
2026-09-03 12:04:53,24.12,16.4,50.14,88.02,80.66,90.38,3.6552,15.84,6.43,140.4,1,1,1,85.2,READY,nao
2026-09-03 12:04:54,20.16,-4.37,50.8,24.17,60.22,97.48,2.9821,24.36,2.19,114.82,1,1,1,85.2,READY,nao
2026-09-03 12:04:55,26.88,25.52,47.2,28.48,60.31,103.74,2.9531,6.33,5.95,109.82,1,1,1,88.3,READY,nao
2026-09-03 12:04:56,31.09,27.62,47.0,91.63,68.76,82.92,2.6797,17.97,5.19,102.17,1,1,1,67.2,READY,nao
2026-09-03 12:04:57,21.67,14.78,46.63,27.21,61.47,104.89,3.0065,6.48,2.62,102.57,1,1,1,150.7,READY,nao
2026-09-03 12:04:58,28.59,19.38,49.82,27.13,64.32,119.25,3.8213,12.51,3.04,116.64,1,1,1,61.5,READY,nao
2026-09-03 12:04:59,19.45,27.29,50.24,21.21,73.55,87.6,3.237,21.08,5.41,124.78,1,1,1,130.7,READY,nao
2026-09-03 12:05:00,18.88,19.75,46.19,115.65,92.1,111.7,4.7518,13.67,3.78,99.03,1,1,1,61.7,READY,nao
2026-09-03 12:05:01,27.03,0.34,51.62,93.75,82.88,116.32,4.9765,24.94,7.63,141.98,1,1,1,54.5,READY,nao
2026-09-03 12:05:02,27.19,15.17,46.31,55.33,80.51,117.75,4.3902,16.18,6.91,132.76,1,1,1,167.8,READY,nao
2026-09-03 12:05:03,28.84,16.24,49.25,49.65,71.74,118.41,4.1837,11.42,7.9,124.33,1,1,1,70.7,READY,nao
2026-09-03 12:05:04,30.34,9.84,50.25,54.97,97.27,100.86,4.9299,9.4,3.56,136.42,1,1,1,155.9,READY,nao
2026-09-03 12:05:05,34.59,20.78,51.23,97.47,75.88,119.09,4.6294,12.01,7.82,99.01,1,1,1,118.5,READY,nao
2026-09-03 12:05:06,59.06,27.7,50.28,86.14,13.63,110.29,0.7558,12.45,4.59,118.84,1,1,1,55.5,ABORT,sim
2026-09-03 12:05:07,23.49,27.39,50.81,38.52,84.68,86.47,3.7205,6.37,4.09,126.5,1,1,1,174.0,READY,nao
2026-09-03 12:05:08,31.52,10.78,48.04,37.41,64.55,99.08,3.0725,12.39,2.3,136.43,1,1,1,78.3,READY,nao
2026-09-03 12:05:09,22.6,-1.04,50.89,29.84,73.81,108.73,4.0841,14.28,2.32,134.17,1,1,1,161.1,READY,nao
2026-09-03 12:05:10,25.46,29.47,46.48,86.03,80.3,89.89,3.355,19.45,6.15,108.85,1,1,1,67.8,READY,nao
2026-09-03 12:05:11,19.33,24.36,51.37,96.44,94.97,105.62,5.1528,18.13,4.75,142.04,1,1,1,160.3,READY,nao
2026-09-03 12:05:12,18.43,-0.64,49.29,46.5,79.74,106.66,4.1921,19.18,3.36,101.22,1,1,1,46.8,READY,nao
2026-09-03 12:05:13,34.37,27.23,50.9,22.09,88.09,86.51,3.8789,5.17,5.68,138.76,1,1,1,114.1,READY,nao
2026-09-03 12:05:14,32.21,25.45,48.71,28.22,99.71,102.6,4.9832,9.35,3.52,143.55,1,1,1,148.9,READY,nao
2026-09-03 12:05:15,29.83,13.16,49.86,116.79,65.26,110.87,3.6076,18.23,5.47,103.86,1,1,1,171.2,READY,nao
2026-09-03 12:05:16,24.95,15.69,49.16,49.54,70.99,99.96,3.4885,14.68,4.16,131.1,1,1,1,167.7,READY,nao
2026-09-03 12:05:17,20.95,8.97,50.39,96.92,75.78,80.48,3.0732,5.11,6.94,97.01,1,1,1,155.6,READY,nao
2026-09-03 12:05:18,20.66,-3.08,46.49,82.47,76.87,80.36,2.8718,21.09,6.92,115.27,1,1,1,164.9,READY,nao
2026-09-03 12:05:19,22.25,6.73,46.36,58.19,76.44,94.28,3.3411,20.46,4.86,120.81,1,1,1,71.9,READY,nao
2026-09-03 12:05:20,27.34,23.1,47.48,40.57,96.3,117.05,5.3519,15.97,4.1,124.03,1,1,1,83.4,READY,nao
2026-09-03 12:05:21,30.15,-4.84,46.96,32.14,88.56,89.15,3.7076,6.33,4.18,141.8,1,1,1,84.0,READY,nao
2026-09-03 12:05:22,29.22,6.67,51.23,81.5,84.32,105.37,4.5517,20.33,6.83,128.61,1,1,1,95.9,READY,nao
2026-09-03 12:05:23,22.76,8.94,47.32,97.46,72.37,88.88,3.0437,16.67,3.97,119.06,1,1,1,98.1,READY,nao
2026-09-03 12:05:24,34.23,13.81,51.86,84.39,92.95,92.87,4.4767,20.64,3.25,135.48,1,1,1,118.5,READY,nao
2026-09-03 12:05:25,30.54,27.19,48.02,73.03,98.2,113.92,5.372,20.03,2.51,142.53,1,1,1,66.6,READY,nao
2026-09-03 12:05:26,27.42,7.12,47.09,24.2,92.85,109.15,4.7724,21.06,4.8,96.1,1,1,1,138.3,READY,nao
2026-09-03 12:05:27,28.4,7.14,50.74,116.85,60.06,83.82,2.5544,15.36,4.89,49.31,1,1,1,67.6,ABORT,sim
2026-09-03 12:05:28,25.13,20.81,49.95,99.87,85.46,97.15,4.1471,7.81,7.05,99.31,1,1,1,86.9,READY,nao
2026-09-03 12:05:29,22.21,10.83,48.99,49.28,62.05,81.17,2.4674,18.42,3.33,135.72,1,1,1,113.0,READY,nao
2026-09-03 12:05:30,24.05,2.86,49.33,118.0,70.3,99.24,3.4415,17.41,4.29,109.02,1,1,1,152.5,READY,nao
2026-09-03 12:05:31,30.88,10.84,50.32,80.19,62.38,106.5,3.343,19.85,6.85,101.61,1,1,1,144.8,READY,nao
2026-09-03 12:05:32,18.24,-0.07,47.37,78.24,84.15,84.74,3.3779,8.4,6.94,116.99,1,1,1,132.1,READY,nao
2026-09-03 12:05:33,19.97,1.17,51.98,94.81,87.46,91.56,4.1625,8.9,4.31,127.2,1,1,1,66.0,READY,nao
2026-09-03 12:05:34,18.78,12.44,51.85,101.18,64.58,95.91,3.2115,22.81,4.75,114.05,1,1,1,118.9,READY,nao
2026-09-03 12:05:35,18.69,9.66,49.9,85.65,75.35,116.78,4.3909,20.0,3.82,97.73,1,1,1,56.8,READY,nao
2026-09-03 12:05:36,32.54,27.02,47.2,32.81,78.25,119.73,4.4221,23.16,7.6,124.97,1,1,1,95.9,READY,nao
2026-09-03 12:05:37,63.54,7.68,50.08,53.83,74.76,81.8,3.0626,20.17,2.71,53.39,1,1,1,100.8,ABORT,sim
2026-09-03 12:05:38,26.06,15.32,46.43,112.81,64.84,110.44,3.3248,16.94,7.6,114.16,1,1,1,50.4,READY,nao
2026-09-03 12:05:39,19.66,17.13,46.18,42.46,76.76,94.87,3.3629,18.08,6.1,105.82,1,1,1,82.0,READY,nao
2026-09-03 12:05:40,26.36,-4.54,47.55,57.22,90.05,95.7,4.0978,22.78,5.19,117.13,1,1,1,174.0,READY,nao
2026-09-03 12:05:41,26.05,18.22,48.78,63.21,62.84,110.17,3.3771,16.58,2.2,97.42,1,1,1,173.7,READY,nao
2026-09-03 12:05:42,20.94,1.23,51.21,63.94,63.21,116.74,3.7789,17.65,4.85,136.02,1,1,1,92.6,READY,nao
2026-09-03 12:05:43,25.38,28.64,50.36,81.29,74.19,118.04,4.4102,8.13,4.45,136.32,1,1,1,50.8,READY,nao
2026-09-03 12:05:44,24.77,0.2,50.46,114.31,97.67,103.08,5.0802,14.48,2.97,124.4,1,1,1,69.2,READY,nao
2026-09-03 12:05:45,28.47,9.51,48.55,44.07,86.74,94.28,3.9703,19.33,5.94,112.66,1,1,1,97.9,READY,nao
2026-09-03 12:05:46,28.8,-2.01,48.08,32.15,87.15,111.5,4.672,10.42,7.83,134.99,1,1,1,173.0,READY,nao
2026-09-03 12:05:47,18.77,29.89,48.23,39.75,74.48,90.04,3.2344,9.05,5.37,122.73,1,1,1,64.1,READY,nao
2026-09-03 12:05:48,24.37,12.58,51.93,108.69,83.75,102.56,4.4605,11.28,6.29,136.3,1,1,1,148.1,READY,nao
2026-09-03 12:05:49,28.64,15.84,46.24,84.58,60.41,94.34,2.6353,9.83,2.41,126.57,1,1,1,59.7,READY,nao
2026-09-03 12:05:50,26.55,-2.65,51.2,48.59,85.44,106.27,4.6488,9.3,4.51,134.22,1,1,1,177.5,READY,nao
2026-09-03 12:05:51,32.56,21.25,49.47,101.59,96.53,89.62,4.2797,13.5,2.7,124.93,1,1,1,96.5,READY,nao
2026-09-03 12:05:52,29.2,2.35,48.63,106.14,84.5,87.66,3.6022,23.16,5.68,115.71,1,1,1,149.7,READY,nao
2026-09-03 12:05:53,20.77,26.43,50.35,104.65,94.95,116.73,5.5805,15.14,7.63,142.9,1,1,1,91.2,READY,nao
2026-09-03 12:05:54,19.2,2.18,48.92,111.89,88.96,84.07,3.6587,8.76,5.97,122.06,1,1,1,129.7,READY,nao
2026-09-03 12:05:55,28.92,1.67,51.24,45.22,64.82,100.24,3.3293,6.54,2.46,125.25,1,1,1,70.9,READY,nao
2026-09-03 12:05:56,18.45,-3.72,51.4,95.5,96.1,88.83,4.3878,18.92,4.13,106.02,1,1,1,64.7,READY,nao
2026-09-03 12:05:57,27.96,11.52,48.53,66.05,62.66,81.56,2.4801,12.66,5.3,126.28,1,1,1,171.6,READY,nao
2026-09-03 12:05:58,33.98,14.77,47.66,104.2,81.36,81.44,3.1579,21.44,4.42,123.58,1,1,1,168.9,READY,nao
2026-09-03 12:05:59,27.78,-2.7,49.55,92.85,65.69,87.01,2.8321,18.19,7.0,104.24,1,1,1,164.8,READY,nao
2026-09-03 12:06:00,24.6,22.14,51.47,97.64,60.47,114.67,3.569,20.92,6.89,97.98,1,1,1,129.4,READY,nao
2026-09-03 12:06:01,28.94,10.87,47.26,85.62,76.88,91.3,3.3172,10.44,5.67,125.22,1,1,1,154.1,READY,nao
2026-09-03 12:06:02,25.79,13.35,49.74,37.74,71.8,118.02,4.2149,18.85,4.24,133.18,1,1,1,54.3,READY,nao
2026-09-03 12:06:03,27.28,10.43,49.79,74.5,79.44,103.26,4.0843,10.28,3.53,121.17,1,1,1,90.2,READY,nao
2026-09-03 12:06:04,34.0,9.03,50.4,118.47,83.09,97.46,4.0814,23.78,2.64,106.34,1,1,1,87.3,READY,nao
2026-09-03 12:06:05,24.56,14.59,46.79,113.74,61.75,103.2,2.9817,17.73,4.13,128.33,1,1,1,130.8,READY,nao
2026-09-03 12:06:06,34.34,0.43,50.29,24.32,64.92,100.67,3.2867,11.49,4.48,99.01,1,1,1,93.1,READY,nao
2026-09-03 12:06:07,33.39,1.37,51.45,36.48,82.35,110.35,4.6754,10.39,6.05,117.09,1,1,1,65.0,READY,nao
2026-09-03 12:06:08,21.33,25.16,47.08,33.17,73.73,91.3,3.1692,8.82,5.95,103.17,1,1,1,125.5,READY,nao
2026-09-03 12:06:09,19.18,28.11,47.43,92.6,89.17,94.12,3.9806,18.89,2.42,104.22,1,1,1,154.9,READY,nao
2026-09-03 12:06:10,19.71,8.07,51.83,101.78,86.09,115.76,5.1653,9.37,4.37,105.11,1,1,1,96.6,READY,nao
2026-09-03 12:06:11,18.31,4.48,47.09,41.35,93.82,117.86,5.207,16.91,3.09,114.34,1,1,1,62.9,READY,nao
2026-09-03 12:06:12,19.61,17.54,51.13,70.59,87.7,115.7,5.1881,10.29,2.94,97.56,1,1,1,71.6,READY,nao
2026-09-03 12:06:13,29.61,9.31,48.95,104.07,77.2,96.78,3.6573,18.24,6.96,114.89,1,1,1,77.1,READY,nao
2026-09-03 12:06:14,19.21,-4.11,47.48,93.28,86.92,111.21,4.5896,21.3,2.25,120.59,1,1,1,85.5,READY,nao
2026-09-03 12:06:15,23.42,0.47,51.22,74.22,71.02,99.05,3.6031,20.56,4.52,119.16,1,1,1,131.8,READY,nao
2026-09-03 12:06:16,32.36,20.06,48.67,79.03,72.25,99.9,3.5129,20.22,3.01,114.14,1,1,1,126.1,READY,nao
2026-09-03 12:06:17,18.4,18.06,49.09,70.84,91.56,88.19,3.9639,8.75,7.28,136.96,1,1,1,139.0,READY,nao
2026-09-03 12:06:18,31.85,-4.05,48.16,49.75,77.86,103.65,3.8866,6.77,5.34,102.27,1,1,1,93.9,READY,nao
2026-09-03 12:06:19,22.79,2.77,49.56,76.5,91.94,87.45,3.9847,18.98,3.39,120.28,1,1,1,156.2,READY,nao
2026-09-03 12:06:20,20.01,3.09,46.98,88.89,92.9,93.26,4.0703,12.37,5.01,98.1,1,1,1,72.6,READY,nao
2026-09-03 12:06:21,29.84,18.52,48.35,107.33,94.3,114.2,5.2068,13.65,6.39,98.56,1,1,1,108.3,READY,nao
2026-09-03 12:06:22,28.69,-4.31,51.82,83.63,96.67,88.28,4.4223,5.62,7.75,123.69,1,1,1,153.1,READY,nao
2026-09-03 12:06:23,32.92,-1.36,47.55,96.11,77.24,82.85,3.0429,10.19,3.32,123.3,1,1,1,69.3,READY,nao
2026-09-03 12:06:24,30.5,23.0,49.94,36.01,72.75,82.76,3.0068,5.67,7.32,138.9,1,1,1,59.8,READY,nao
2026-09-03 12:06:25,31.66,1.25,47.95,66.16,83.29,117.63,4.6979,22.58,7.61,122.89,1,1,1,164.3,READY,nao
2026-09-03 12:06:26,22.79,17.85,50.64,20.93,74.85,100.28,3.801,9.87,7.5,142.99,1,1,1,91.3,READY,nao
2026-09-03 12:06:27,21.02,3.34,46.79,44.67,84.04,96.38,3.7899,16.15,5.81,97.43,1,1,1,137.3,READY,nao
2026-09-03 12:06:28,30.76,-1.52,51.82,92.65,88.22,112.44,5.1403,5.78,5.78,99.9,1,1,1,48.4,READY,nao
2026-09-03 12:06:29,31.72,3.51,48.72,119.18,87.54,113.43,4.8377,18.34,4.42,97.2,1,1,1,138.2,READY,nao
2026-09-03 12:06:30,34.84,20.28,47.42,29.92,74.98,93.29,3.317,11.46,6.51,104.26,1,1,1,87.7,READY,nao
2026-09-03 12:06:31,25.01,24.95,46.44,60.15,66.67,107.74,3.3358,22.96,5.19,122.06,1,1,1,52.5,READY,nao
